name,latitude,longitude
Trường Trung học Cơ sở Tân Phú Trung,10.939436,106.5403874
Nhà thờ Sơn Lộc,10.9418876,106.5353796
Chùa Pháp Hạnh,10.9447744,106.5294141
Ngã tư Quán đôi,10.9471534,106.5245843
Hồng Đào,10.9500282,106.5203795
Trường Mầm non Tân Thông Hội 1,10.9528693,106.5162524
Công ty Sài Gòn Cáp,10.9570432,106.5099633
Nhà Thờ Tân Thông,10.9594782,106.5051263
Điện lực Củ Chi - Ngã ba Việt Kiều,10.961309,106.5016239
Xóm Huế,10.963471,106.4978577
Trường Trung học Cơ sở Củ Chi,10.967057,106.488997
Bò tơ Xuân Đào,10.9657898,106.4930854
Quán Tư Râu,10.9655483,106.4929004
Công ty Sài Gòn Cáp,10.9567705,106.5096752
Xóm Huế,10.9633576,106.4974152
Điện lực Củ Chi - Ngã ba Việt Kiều,10.9601361,106.5031674
Trạm trung chuyển Hàm Nghi,10.7710925,106.6999191
Trần Quốc Toản,10.7869475,106.6871356
Cây xăng Quân khu 7,10.7996655,106.6688819
Quán Vườn Dừa,10.8035874,106.6649186
Chợ Cũ,10.7709914,106.7030831
Trường Cao đẳng Kỹ Thuật Cao Thắng,10.7710549,106.7018406
Trần Đình Xu,10.762287,106.6902514
Ngô Quyền,10.7524951,106.6662
Rạp Đồng Tháp,10.7539983,106.6759559
An Bình,10.7529839,106.672795
Triệu Quang Phục,10.7520759,106.6605949
Lương Nhữ Học,10.7529609,106.6603863
Ngô Quyền,10.7540044,106.6668409
Trần Bình Trọng,10.7549219,106.6800086
Phòng Cảnh sát Phòng cháy Chữa cháy,10.760673,106.6890393
Nam Kỳ Khởi Nghĩa,10.7708611,106.7015057
Chợ Cũ,10.7708361,106.7019523
Highlands Coffee,10.7221546,106.7128765
Đường N,10.7235946,106.7163358
Cửa hàng Chuồn chuồn Đỏ,10.7219353,106.7131804
Family Mart,10.7235283,106.7152963
Công viên Mỹ Kim,10.7243628,106.7122942
Crescent Mall,10.7288715,106.7197365
Nguyễn Văn Linh,10.7295588,106.70848
Trần Văn Trà,10.7243437,106.7213915
Đường N,10.7236531,106.7164392
Sen Vàng,10.723337,106.7155653
Phạm Thái Bường,10.7273248,106.7094853
Cửa Hàng Paris Baguette,10.7307936,106.7066743
Trần Văn Trà,10.7240314,106.7211974
Hà Huy Tập,10.7268583,106.7085654
Hà Huy Tập,10.7267096,106.7086894
Trường Quốc tế Nam Sài Gòn,10.7227283,106.7100127
Nhà Mẫu Phú Mỹ Hưng,10.7273892,106.7267166
Petroland,10.7290741,106.7234423
Mỹ Thái 2,10.7210011,106.7267533
Ban Quản lí Khu Nam,10.7295735,106.7271231
Nam Viên,10.7181738,106.7285012
Đại Minh,10.7301557,106.7221202
Đường B,10.7305341,106.7249543
Đường Số 17,10.7215854,106.7271655
Trường Nam Sài Gòn,10.7251714,106.7241841
Trường Nam Sài Gòn,10.7250551,106.723877
Phố Tiểu Nam,10.7222353,106.7295614
Đường B,10.7306097,106.7250678
Ban Quản Lí Khu Nam,10.7296433,106.7269463
UBND Tân Phú,10.7324455,106.7256476
Mỹ Khang,10.7155836,106.7300972
Nhà Mẫu Phú Mỹ Hưng,10.7273616,106.7263939
Petroland,10.7289706,106.7236035
Đường Số 20,10.7186364,106.7297287
Mỹ Thái 2,10.7208321,106.7265133
Đại học Luật,10.7672408,106.7060766
Siêu thị Điện máy,10.7539507,106.6694203
Đại học HUTECH,10.8008422,106.7142581
Nhà văn hóa Quận 11,10.7638188,106.6493551
Bệnh viện Phạm Ngọc Thạch,10.7559161,106.6645359
Bệnh viện Đại học Y dược,10.7556384,106.6646794
Nhà thi đấu Phú Thọ,10.7674497,106.6590935
Đại học Văn Hiến (Cơ sở Hùng Hậu),10.7090759,106.6429353
Cầu Chợ Đệm,10.693105,106.5807655
Kim Hằng,10.7013991,106.6317398
Trường Trung học Phổ thông Lê Quý Đôn,10.7798691,106.694576
Đại học Tôn Đức Thắng,10.733057,106.6990533
Đại Học RMIT,10.728961,106.6950895 
Ngã tư An Nhơn,10.8415871,106.6764039 
Ngã tư Thủ Đức,10.8483995,106.7730954
Ngã tư Tây Hòa (RMK),10.8254524,106.7599977
Đối diện Uỷ ban Nhân dân Quận 9 cũ,10.8407575,106.7687314
Bê tông Hải Âu,10.8442279,106.7707187
Xi măng Hà Tiên,10.8203721,106.7580609
Ngã tư Bình Thái,10.8349107,106.7653111 
Chợ Gò Công,10.8420169,106.8276639
Chợ Gò Công,10.8421676,106.8280257
Tòa nhà S6.06,10.8428791,106.8389656
Khu du lịch Văn Thánh,10.7995636,106.7174018
Cầu Sài Gòn,10.7984179,106.7193338
Cầu Bà Lớn,10.7116646,106.6450562
Kumho Samco Buslines,10.7678614,106.6916462
Hahn Café,10.7680298,106.6921517
UBND Quận Tân Phú,10.7855579,106.6365124
Ngã tư Bảy Hiền,10.7938369,106.6514195
Ngã tư Bảy Hiền,10.7941229,106.6512159
Gò Mây,10.8145254,106.6054087
Nguyễn Đình Chiểu,10.7808225,106.6914392
CoopMart Nguyễn Đình Chiểu,10.7807579,106.6921965
Khu du lịch Văn Thánh,10.800262,106.7172175
Ngã sáu Phù Đổng,10.7708507,106.6938218
Nguyễn Thị Nghĩa,10.7708393,106.6936333
Công viên Cầu Sài Gòn,10.7989201,106.7227737
Nguyễn Trãi,10.7710326,106.6927759
Chợ Phường 25,10.8082939,106.7146663
Trường Trung học Cơ sở Lê Quý Đôn,10.7788668,106.69357
Khách sạn Golden,10.7731615,106.6960137
Công ty Fujifilm,10.9233307,106.5592754
Trung tâm Văn hóa Củ Chi,10.9691673,106.4876463
Công ty Lộc Ích,10.8276466,106.6034547
Cát Lái,10.8029737,106.7479175
Trường Trung học Phổ thông Ernst Thälmann,10.7687864,106.6959537
Bệnh viện Răng Hàm Mặt,10.7639299,106.6917049
Bệnh viện Chấn thương Chỉnh hình,10.7545827,106.6781761
Rạp Đống Đa,10.7535654,106.6742576
Đại học Sư phạm Thể dục Thể thao,10.75335,106.663457
Rạp Đồng Tháp,10.7538131,106.6759221
Bệnh viện Răng Hàm Mặt,10.7636355,106.6916529
Ký túc xã Trần Hưng Đạo,10.7671569,106.6947089
Trạm trung chuyển Hàm Nghi,10.7709376,106.700515
Bưu điện Thành phố,10.7806054,106.7006741
Sở Công Thương,10.784299,106.6964768
Chợ Tân Định,10.7904513,106.6887854
Cầu Kiệu,10.7936117,106.6847791
Chợ Phú Nhuận,10.7950253,106.6830314
Cầu vượt Ngã sáu Gò Vấp,10.8245516,106.6812196
Cầu vượt Ngã sáu Gò Vấp,10.829166,106.6786557
Ngã tư Phan Văn Trị,10.832444,106.6767129
Ngã tư An Nhơn,10.84218,106.6767484
Nhà hàng Bến Xưa,10.852622,106.6791956
Đình thần Giao Khẩu,10.8652323,106.6803857
Cây xăng Tài Lộc,10.8683124,106.6782224
Vườn kiểng Quang Dũng,10.8713056,106.6769474
Gara Thanh Hậu,10.8753576,106.6769293
Chợ Thạnh Xuân,10.8784944,106.6781955
Trường Cao đẳng Điện lực,10.8808888,106.6792137
Trường Mầm non Hoa Đỗ Quyên,10.8845895,106.68131
Cây xăng Thanh Bình,10.8863295,106.6831419
Cầu Ông Dung,10.888795,106.6851783
Cầu Phú Long,10.8921392,106.6870168
Chùa Báo Ấn,10.8949158,106.6886265
Chợ Đường,10.8976777,106.6890857
Thạnh Xuân,10.8932948,106.6733033
Chợ Đường,10.8975133,106.6890441
Chùa Báo Ấn,10.8948963,106.6885147
Cầu Phú Long,10.8925376,106.6872032
Cầu Ông Dung,10.8889446,106.6851314
Cây xăng Thanh Bình,10.8862736,106.6828655
Trường Mầm non Hoa Đỗ Quyên,10.8840411,106.680837
Trường Cao đẳng Điện lực,10.8810848,106.679219
Chợ Thạnh Xuân,10.8789423,106.6782775
Gara Thanh Hậu,10.8750523,106.6767753
Vườn kiểng Quang Dũng,10.8719552,106.6768332
Cây xăng Tài Lộc,10.8680621,106.678314
Đình thần Giao Khẩu,10.86492,106.6803678
Nhà hàng Bến Xưa,10.8534696,106.6791395
Cầu An Lộc,10.84879,106.6785445
Bưu điện An Nhơn,10.8439719,106.6772363
Đài Liệt sĩ,10.8395033,106.675739
Trường Vinhempic,10.8369333,106.6754577
Cư xá Lam Sơn,10.8349731,106.6755864
Ngã tư Phan Văn Trị,10.8316752,106.6769212
Bệnh viện Quân y 175,10.8200217,106.6787507
Chợ Tân Sơn Nhất,10.8167716,106.6786775
Đầu Công viên Gia Định,10.8133403,106.6775919
Tháp nước,10.8023965,106.6763886
Trường Cao đẳng Kinh tế Đối ngoại,10.7984236,106.6806005
Chợ Phú Nhuận,10.7952238,106.6826399
Cầu Kiệu,10.7931151,106.6852803
Chợ Tân Định,10.7890413,106.6904556
Trần Cao Vân,10.7840612,106.6966375
Lê Duẩn,10.7819798,106.6990284
Bệnh viện Nhi đồng 2,10.7793394,106.7018959
Nhà hát Thành phố,10.7778905,106.7035256
Công trường Mê Linh,10.7759881,106.7056045
Biti's,10.8382104,106.6183969
Bến xe An Sương,10.8452543,106.6133452
Ngã ba Út Tịch,10.801015,106.6566148
Công viên Hoàng Văn Thụ,10.8004725,106.6635553
Tòa án Nhân dân Thành phố,10.7759926,106.6987823
Trường Cao đẳng Kỹ thuật Cao Thắng,10.771523,106.700882
Cổng ra Bến xe Miền Đông 1,10.8137949,106.7128124
Cân Nhơn Hòa,10.8431465,106.7183139
Hồ bơi - 784 Quốc lộ 13,10.8610579,106.7245165
Hồ bơi Mèo Mun,10.8613012,106.7243946
Nguyễn Thị Minh Khai,10.7750881,106.6902671
Trung ương Hội Chữ thập Đỏ Thành phố,10.7676768,106.6836448
Trường Trung học Phổ thông Chuyên Lê Hồng Phong,10.7644625,106.6821634
Cầu Đen,10.7998702,106.7339353
Thảo Điền,10.8008158,106.7386007
Ga An Phú,10.8016372,106.7431871
Cát Lái,10.8025627,106.748013
Xi măng Hà Tiên - Trạm thu phí,10.8191785,106.7583252
Ngã tư Tây Hòa (RMK),10.8259513,106.7609095
Trạm Xây dựng - 354A Xa lộ Hà Nội,10.8301673,106.7631907
Khu Quản lý Giao thông Đô thị Số 2,10.8330527,106.764804
Tu viện Quảng Đức,10.8388052,106.7667212
Công an Thành phố Thủ Đức,10.8497868,106.7750322
HUTECH - Khu Công nghệ Cao,10.8562647,106.785349
Đại học Nông Lâm,10.8669653,106.7910918
Đại học Nông Lâm,10.8668341,106.790324
Khu Công nghệ cao Quận 9,10.8599964,106.7908142
Xa lộ Hà Nội,10.8586682,106.7886396
Làng Thiếu niên Thủ Đức,10.8497426,106.7586991
Trường Trung học Phổ thông Thủ Đức,10.8482033,106.7596239
Công ty Truyền tải Điện 4,10.8311989,106.7632351
Ga An Phú,10.8021132,106.7430936
Thảo Điền,10.8012876,106.7387515
Cầu Sài Gòn,10.7989195,106.719624
Đại học HUTECH,10.8012487,106.7148097
Trạm xăng dầu Điện Biên Phủ,10.8016703,106.7128909
Trường Trung học Phổ thông Chuyên Lê Hồng Phong,10.7645717,106.6818873
Đại học Khoa học Tự nhiên,10.7633489,106.6823627
Chợ Bầu Sen,10.7594598,106.6787769
Huỳnh Mẫn Đạt,10.7580434,106.6753081
Chợ An Đông,10.7575218,106.673536
Hùng Vương Plaza,10.7552162,106.6609608
Dương Tử Giang,10.754153,106.6555509
Tháp Mười,10.7503061,106.6530962
Trường Trung học Phổ thông Trần Khai Nguyên,10.7587191,106.6692364
Đại học Kinh tế,10.7614409,106.6686142
Trường Trung học Cơ sở Hoàng Văn Thụ,10.7630881,106.6682507
Bệnh viện Bình Dân,10.7744171,106.6788469
Siêu thị Maximark,10.7763561,106.6805922
Ga Sài Gòn,10.7822879,106.6779165
Nhà thờ Dòng Chúa Cứu thế,10.7808039,106.6812997
Trần Quốc Thảo,10.7845221,106.6829536
Trần Quang Diệu,10.7883905,106.6782619
Bệnh viện An Sinh,10.7909745,106.6781
Ngã tư Nguyễn Văn Trỗi,10.7929912,106.6779668
Ngã ba Phạm Ngũ Lão,10.8208396,106.6840333
Trường Đại học Công nghiệp,10.8228183,106.6855887
Uỷ ban Nhân dân Phường 5,10.8255046,106.6882739
Trường Đại học Công nghiệp,10.8227583,106.685291
Ngã ba Phạm Ngũ Lão,10.8209346,106.6838843
Ngã tư Nguyễn Văn Trỗi,10.7927182,106.6779248
Bệnh viện An Sinh,10.7911711,106.6780361
Nhà thờ Dòng Chúa Cứu thế,10.7806708,106.6811212
Nguyễn Thông,10.7813614,106.6795273
Ga Hòa Hưng,10.7815165,106.6784176
Rạch Bùng Binh,10.7807253,106.678863
Vòng xoay Dân Chủ,10.778608,106.6811087
Bệnh viện Bình Dân,10.7747426,106.6789973
Học viện Hành chính Quốc gia,10.7734262,106.6769201
Học viện Hành chính Quốc gia,10.7726376,106.6756596
Nhà thờ Vinh Sơn,10.7705822,106.6722174
Bệnh viện Nhi Đồng 1,10.7696422,106.6704658
Học viện Quân y,10.7668002,106.6672262
Đại học Kinh tế,10.7610675,106.6685227
Ngô Gia Tự,10.758785,106.668054
Trung tâm Giáo dục Thường xuyên,10.7573534,106.6669947
Tùng Thiện Vương,10.7445746,106.6568379
Siêu thị Nguyễn Kim - CMC Tân Bình,10.781002,106.6552549
Khách sạn Tân Sơn Nhất,10.7998508,106.6709416
Cổng ra - Bến xe Miền Đông 3,10.8116472,106.7125132
Cổng ra - Bến xe Miền Đông 2,10.8123148,106.7125732
Ngã tư Bình Triệu,10.8260563,106.7156157
Chùa Ưu Đàm,10.8306327,106.7247451
Cầu Gò Dưa,10.8398164,106.7405593
Công an Phường Linh Đông,10.8448054,106.7496364
Chợ Chiều - Xa lộ Hà Nội,10.8534343,106.7805143
Cầu vượt Trạm 2,10.8636283,106.7977191
Nghĩa trang Liệt sĩ Thành phố,10.8735896,106.8094987
Đại học Khoa học Tự nhiên,10.8746139,106.8062491
Đại học An ninh Nhân dân,10.8716254,106.8067183
Cầu vượt Trạm 2,10.8639288,106.7974502
Nhà Thiếu nhi Thủ Đức,10.8505055,106.7668515
Chợ Thủ Đức,10.8503348,106.75405
Cầu Ngang,10.8471732,106.7516351
Công an Phường Linh Đông,10.8451112,106.7497939
Trạm xăng 27-7,10.8416983,106.7466137
Trường Cao đẳng Vinatex,10.8408406,106.7445214
Nút giao Linh Đông - Phạm Văn Đồng,10.8407409,106.7426149
Chùa An Lạc,10.8370777,106.7321579
Cá sấu Hoa Cà,10.8335696,106.7278234
Đường số 20,10.8281975,106.7209309
Ngã tư Bình Triệu,10.8265688,106.7159116
Ngã tư Phú Nhuận,10.7993212,106.6792136
Công an Quận Phú Nhuận,10.7997243,106.6743351
Vòng xoay Lăng Cha Cả,10.7987447,106.6591548
Công an Quận Tân Bình,10.7970936,106.6574889
Trường Phạm Ngũ Lão,10.7959724,106.6540259
Trường Trung học Phổ thông Nguyễn Thái Bình,10.7792841,106.6555879
Cây Gõ,10.7542254,106.6443594
Cư xá Phú Lâm,10.7515324,106.6308629
Vòng xoay Kinh Dương Vương,10.7447814,106.6224667
Bến xe Miền Tây,10.741968,106.6191037
428 Kinh Dương Vương,10.7413948,106.6184129
Bệnh viện Triều An,10.7397045,106.616375
Hàng Dương,10.7352315,106.6131235
Hoa Hồng - 620 Kinh Dương Vương,10.7290151,106.6082109
An Lạc - 676 Kinh Dương Vương,10.727409,106.6057877
Thời trang - 724 Kinh Dương Vương,10.7254535,106.6029909
Hưng Nhơn,10.7122506,106.5988222
Dương Đình Cúc,10.7070792,106.598118
Nguyễn Hữu Trí,10.69614,106.5964755
An Phú Tây,10.6874171,106.5935859
Công ty Thiên Lộc,10.6845455,106.5921749
Văn phòng Ấp 5,10.6813944,106.5889831
Ô tô Hải Âu,10.6765029,106.5831573
Bùi Thanh Khiết,10.6739642,106.5803988
Trịnh Như Khuê,10.6704702,106.5766863
Trường Trung cấp Nghề Trần Đại Nghĩa,10.6688331,106.574627
Chợ Bình Chánh,10.6664189,106.5716313
Trịnh Như Khuê - C10/13 Đinh Đức Thiện,10.6632617,106.5713065
Bờ Kinh,10.6609465,106.5763306
Điện máy Lộc Đức,10.6588462,106.5798726
Công ty Tia Sáng,10.657199,106.5826118
Hương lộ 11 - Đinh Đức Thiện,10.6560103,106.5845863
Chùa Liên Hoa,10.6561222,106.5860291
Xã Tân Quý Tây,10.6570604,106.5882585
Đình Phước Bình,10.6584624,106.591513
Minh Quân,10.6600882,106.5952178
Công ty Thông Hương,10.6616341,106.5987869
Trường Mầm non Bông Sen,10.6619486,106.6006637
Trường Trung học Cơ sở Tân Quý Tây,10.6599584,106.6046013
Chợ Hưng Long,10.6587753,106.6069026
Phòng khám Thanh Lịch,10.6571031,106.610279
Trạm Xăng dầu Mười Vũ,10.6556012,106.6133089
Trạm Y tế Xã Hưng Long,10.6538024,106.616823
Đường liên ấp 3-4-5,10.6525711,106.6193109
Uỷ ban Nhân dân Xã Hưng Long,10.6511958,106.6220209
Ấp 2 - C6/32 (C7/32) Hương lộ 11,10.6489691,106.6264325
Hội quán Thanh Niên,10.6475282,106.6291247
Tân Liễu,10.6456464,106.6326655
Hốc Hữu,10.6440353,106.6356465
Trạm xăng Hòa Hiệp,10.6418664,106.639661
Nguyễn Văn Thời,10.6406046,106.6419712
Nguyễn Văn Long,10.6393733,106.6443214
Hưng Long,10.6373473,106.6478888
Nguyễn Văn Long,10.6394201,106.6444309
Nguyễn Văn Thời,10.6409394,106.6416157
Trạm xăng Hòa Hiệp,10.6420749,106.6395165
Hộc Hữu,10.6439567,106.6361047
Tân Liễu,10.6459878,106.6322914
Hội quán Thanh Niên,10.6474804,106.6294925
Ấp 2 - C5/31D Hương lộ 11,10.6492076,106.6261946
Uỷ ban Nhân dân Xã Hưng Long,10.6513666,106.6219637
Đường liên ấp 3-4-5,10.652566,106.6195445
Trạm Y tế Xã Hưng Long,10.653968,106.6167835
Trạm Xăng dầu Mười Vũ,10.6558412,106.613009
Phòng khám Thanh Lịch,10.6572644,106.6102072
Chợ Hưng Long,10.6590094,106.6067331
Trường Trung học Cơ sở Tân Quý Tây,10.6600214,106.60475
Trường Mầm non Bông Sen,10.6621062,106.6005837
Công ty Thông Hương,10.6618237,106.598899
Minh Quân,10.6601573,106.5951038
Đình Phước Bình,10.6586805,106.5917235
Xã Tân Quý Tây,10.657293,106.5884923
Chùa Liên Hoa,10.6562131,106.5859634
Đinh Đức Thiện - Hương lộ 11,10.6561058,106.5846426
Công ty Tia Sáng,10.6572179,106.5828087
Điện máy Lộc Đức,10.6587413,106.5802397
Bờ Kinh,10.6608832,106.5766556
Trịnh Như Khuê - 13/11 Đinh Đức Thiện,10.6633327,106.5713941
Chợ Bình Chánh,10.666247,106.5717579
Trường Trung cấp Nghề Trần Đại Nghĩa,10.6687,106.5748035
Trịnh Như Khuê,10.6701589,106.5766192
Ô tô Hải Âu,10.6756263,106.5824666
Văn phòng Ấp 5,10.6814403,106.5892455
Công ty Thiên Lộc,10.6843616,106.5922838
An Phú Tây,10.6868002,106.5937502
Nút giao Bình Thuận,10.6917934,106.5954269
Nguyễn Hữu Trí,10.6970726,106.5970141
Dương Đình Cúc,10.7063079,106.5982258
Hưng Nhân,10.7119534,106.5993829
Hàng Dương - 703 Kinh Dương Vương,10.7281812,106.6075518
Ủy ban,10.7300438,106.6102699
Lâm Thành,10.7341301,106.6128898
Tên Lửa - 251 Kinh Dương Vương,10.7375156,106.6149238
Bến xe Miền Tây,10.7410554,106.6185264
Hồ bơi Phú Lâm,10.7488986,106.6279878
Cư xá Phú Lâm,10.7511668,106.6308996
Vòng xoay Phú Lâm,10.7532397,106.6335908
ACB Hồng Bàng,10.7542472,106.6412602
Chùa Nam Phổ Đà,10.7537889,106.6460731
Lò Siêu,10.753545,106.648184
Trần Quốc Thảo,10.7822617,106.6862956
Co.opmart Hậu Giang,10.7498466,106.6431691
Ngã bảy Lý Thái Tổ,10.768772,106.6752188
Cầu Điện Biên Phủ,10.7951078,106.702508
Trống Đồng,10.7730138,106.6906711
Bệnh viện Mắt - Bình Dân - Da Liễu,10.7763589,106.6845074
Bệnh viện Thống Nhất,10.7926454,106.6539826
Trung tâm Văn hóa Quận 12,10.854616,106.6078759
Trường Đại học Ngoại ngữ - Tin học Thành phố,10.8645359,106.6009609
Ngã ba Hồng Châu,10.8997204,106.5762073
Chợ Củ Chi,10.9705549,106.4823893
Ngã tư Quán đôi,10.9479046,106.5229208
Trường Trung học Cơ sở Tân Phú Trung,10.9391506,106.5402688
Chợ chiều Tân Phú Trung,10.931899,106.5528463
Cầu An Hạ,10.916243,106.5642265
Ngã ba Hồng Châu,10.8996315,106.5758517
Ngã ba Lam Sơn,10.892298,106.5809665
Ngã tư Hóc Môn,10.8833405,106.5872451
Ngã tư Giếng Nước,10.877076,106.5916807
Ngã ba Bùi Môn,10.8699077,106.5967356
Ngã ba Củ Cải,10.8607318,106.6032598
Công viên Lê Thị Riêng,10.7862125,106.6657729
Công trường Dân Chủ,10.7782481,106.6807163
Trống Đồng,10.7723938,106.6914603
Ngã năm Liệt sĩ,10.8120692,106.7105932
Đại học Ngoại Thương,10.8048295,106.715886
Nhà khách Chỉnh phủ,10.7659611,106.6802642
Lê Đại Hành,10.7617932,106.6560349
Tạ Uyên,10.7604789,106.653603
Xóm Đất,10.7586896,106.6502387
Hàn Hải Nguyên,10.7573682,106.6478545
Vòng xoay Cây Gõ,10.7552192,106.6438767
Xóm Đất,10.7584836,106.6502831
Tạ Uyên,10.7603844,106.6537796
Nhà khách Chính phủ,10.7665837,106.67776
Ngã sáu Cộng Hòa,10.7658065,106.6802192
Trường Trung học Phổ thông Năng khiếu Thể dục Thể thao Nguyễn Thị Định,10.7247725,106.6228793
Chợ Kiến Đức,10.7157926,106.619
Nhựa Chợ Lớn,10.7150313,106.6189082
Bến Phú Định,10.7112345,106.6186254
Chùa Viên Giác,10.7132714,106.616681
Nhựa Long Thành,10.7181429,106.6136534
Võ Văn Kiệt,10.7206369,106.6120773
Chùa Sùng Quang,10.7238249,106.6100693
Chợ Khu phố 2,10.7259418,106.6087568
Big C Hồ Học Lãm,10.7320768,106.6048819
Hẻm Sinco Hồ Học Lãm,10.734595,106.603392
Trạm điện Phú Lâm,10.737687,106.6014604
Công ty Pouyuen,10.7474814,106.5952742
Nhà sách Tân Tạo,10.755131,106.5923253
Chung cư Tân Mai,10.7630099,106.5909052
Hương lộ 2,10.7684422,106.591178
Bệnh viện Bình Tân - 927 Hương lộ 2,10.7683002,106.5948133
Bệnh viện Bình Tân - 863 Hương lộ 2,10.7672463,106.5974713
Bệnh viện Bình Tân - 809 Hương lộ 2,10.7648506,106.602977
Thạch cao Thanh Tài,10.7661998,106.6058376
Trường Bình Trị,10.7682133,106.6102608
497 Hương lộ 2,10.7717392,106.6175117
Chợ Ngã tư Bốn Xã,10.7732708,106.6205989
Ngã tư Bốn Xã,10.7731159,106.6229205
Ngã tư Hòa Bình,10.7700443,106.63249
Ngã tư Hòa Bình,10.7669975,106.6416186
Đầm Sen,10.7671983,106.6411708
Đầm Sen,10.7692686,106.6370296
Chùa Huệ Quang,10.7695214,106.6345877
Ngã tư Hòa Bình,10.7699977,106.6328102
Trung tâm Mua sắm Hòa Bình,10.7713179,106.6289879
Tô Hiệu,10.7722481,106.6261365
Chợ Ngã tư Bốn Xã,10.7732127,106.620291
Trường Tiểu học Bình Trị 1,10.7678515,106.6092137
Hương lộ 2,10.7667017,106.6067411
Hẻm 814 Hương lộ 2,10.766863,106.5995433
Sửa xe Quyết,10.7682846,106.5951925
990 Hương lộ 2,10.769189,106.5932065
Nghĩa trang Bình Tân,10.7685561,106.5909108
Bà Hom,10.7624268,106.5907228
Khu công nghiệp Tân Tạo,10.7528176,106.592469
Công ty Pouyuen,10.7467616,106.5953647
Công ty Hai Thành,10.7434454,106.5974742
Công an Quận Bình Tân,10.7361525,106.601993
Big C Hồ Học Lãm,10.7311417,106.6053302
Ngã tư An Lạc,10.7287167,106.6068798
Chợ Khu phố 2,10.7262228,106.6084673
Chùa Sùng Quang,10.7240254,106.6098012
Khu dân cư Hương lộ 5,10.7207752,106.6118671
Nhựa Long Thành,10.7181643,106.6135159
Chùa Viên Giác,10.712784,106.6168696
Bến Phú Định,10.7113985,106.6187224
Nhựa Chợ Lớn,10.7147611,106.6189948
Chợ Kiến Đức,10.7156964,106.6190574
Trường Trung học Phổ thông Năng khiếu Thể dục Thể thao Nguyễn Thị Định,10.7247273,106.6228012
Trường Tiểu học Trương Công Định,10.7596277,106.6289551
Phường Bình Trị Đông,10.763232,106.6204712
Mỹ Hảo,10.7670321,106.6162452
Lê Thái,10.7679422,106.6134753
Làng nướng Tây Nguyên,10.7657906,106.6131103
Chợ Bình Trị Đông cũ,10.7623073,106.6100542
Quán Cau Xanh,10.7652246,106.6098343
Đất Mới,10.7668548,106.6097136
Công ty Đại Càng Phát,10.7719008,106.6021274
Ngã ba Ao Đôi,10.7747391,106.6013719
Mã Lò,10.7881043,106.5995579
Nghĩa trang Bình Hưng Hòa,10.7959184,106.6125693
Uỷ ban Nhân dân Phường Sơn Kỳ,10.8030103,106.6218842
Nguyễn Hữu Tiến,10.8067384,106.6248987
Lê Trọng Tấn,10.807419,106.6272879
Trung tâm Văn hóa Quận Tân Phú,10.8104332,106.6270392
Lưu Chí Hiếu,10.8117501,106.6280975
Trường Chinh,10.8125236,106.6325093
Trường Chinh,10.8126307,106.6325221
Lưu Chí Hiếu,10.8116846,106.6274896
Lê Trọng Tấn,10.8073513,106.6271863
Nguyễn Hữu Tiến,10.8068273,106.6253141
Chợ Sơn Kỳ,10.8060839,106.6217381
Uỷ ban Nhân dân Phường Sơn Kỳ,10.8033314,106.6219775
Tân Quý,10.7992085,106.6185662
Trường Tiểu học Tân Quý,10.7984719,106.6165521
Bình Long,10.7973009,106.6145381
Lò thiêu Nghĩa trang Bình Hưng Hòa,10.7959891,106.6122755
Uỷ ban Nhân dân Phường Bình Hưng Hòa A,10.7946748,106.6100992
Phòng khám Đa khoa Tân Kỳ Tân Quý,10.7925066,106.6065308
Bưu điện Tân Kỳ Tân Quý,10.7889775,106.6006317
Công ty Đại Càng Phát,10.7722757,106.6019394
Phòng Tiếp dân,10.7682036,106.6031307
Đất Mới,10.7666504,106.6096499
Quán Cau Xanh,10.7654826,106.6097219
Chợ Bình Trị Đông cũ,10.7626096,106.609961
Chợ Bình Trị Đông mới,10.7627608,106.6130819
Làng nướng Tây Nguyên,10.7656756,106.6131998
Lê Thái,10.7678601,106.6135338
Ao cá Cây Bàng,10.7653258,106.6180378
Bình Trị Đông,10.7634247,106.6201453
Ấp Chiến lược,10.7618497,106.6219014
Chợ Tân Hòa Đông,10.7598442,106.6259322
Trường Tiểu học Trương Công Định,10.7595766,106.6280807
Chợ Phú Lâm,10.7573251,106.6314409
Co.opmart Phú Lâm,10.75446,106.633956
Diamond Plaza,10.78092,106.6991745
Sân vận động Hoa Lư,10.7870723,106.7011757
Trường Trung cấp Kỹ thuật Nông nghiệp,10.7892725,106.6987568
Hồ bơi Đại Đồng,10.8063743,106.6950933
Chùa Hưng Gia Tự,10.8099609,106.6926154
Ngã tư Xóm Gà,10.8115993,106.6908394
Chùa Già Lam,10.8144809,106.6896775
Ngã ba Nguyên Hồng,10.8173237,106.6889701
Trường Đại học Công nghiệp,10.8215704,106.6888169
Chùa Bà Thiên Hậu,10.8252687,106.6850477
Chi cục thuế Quận Gò Vấp,10.8263302,106.6828769
Siêu thị Văn Lang,10.826823,106.6791898
Công ty 32,10.8280499,106.6754841
Nhà thờ Xóm Thuốc,10.8290789,106.6726567
Uỷ ban Nhân dân Quận Gò Vấp,10.8310148,106.6691962
Viện kiểm sát Nhân dân Quận Gò Vấp,10.8329325,106.6667534
Chùa Huỳnh Kim,10.8351312,106.66347
City Mart,10.8358787,106.661043
